Id;NetworkID;Age;Gender;WorkingStatus;GeoLocation;BanksOpenAccount;WhyBank;ATMUsage;BankServices;TextMobileBanking;InternetBankMoreUsage;ScoreBankingServices;InternetSafety;InternetBankingSafety;YouthBenefits
420;0474556a7e8ccb80ac841f0ca3f0b0daf47f42e9;Od 19 do 25;Žensko;Student/ica + zaposlen/a;Grad Zagreb;PBZ;Preporuka prijatelja ili rodbine;Jednom u dva tjedna;"Mobilno bankarstvo; Studentski paket (uljuèuje sve); Provjera stanja na raèunu";;"Nagrade (smanjene cijene za odreðene usluge); Veæa sigurnost";3;3;3;5
421;0d990193b21c524603a8ccdbbeddc133e28eb4be;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;PBZ;Preporuka prijatelja ili rodbine;Dva do èetiri puta tjedno;"Mobilno bankarstvo; Studentski paket (uljuèuje sve)";;Besplatne transakcije;3;3;2;3
422;4f7449df72eb58e7b599b075e74b66746ee8d74c;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;HPB ;Preporuka prijatelja ili rodbine;Jednom tjedno;"Debitna ili kreditna kartica; Provjera stanja na raèunu";;ne koristim ga;3;2;3;5
423;cc6790d9d0389b3e367e22f67f3d0d25683ad258;Od 19 do 25;Žensko;Student/ica;Primorsko-goranska županija;"Zagrebaèka ; ERSTE";Najbolji uvjeti i pogodnosti;Dva do èetiri puta tjedno;Studentski paket (uljuèuje sve);;Besplatne transakcije;4;4;4;5
424;0474556a7e8ccb80ac841f0ca3f0b0daf47f42e9;Od 19 do 25;Žensko;Student/ica + zaposlen/a;Grad Zagreb;otp;Pristupaènost;Jednom u dva tjedna;"Internet bankarstvo; Kontaktiranje Vašeg savjetnika u banci; Štednja; Provjera stanja na raèunu";;"Nagrade (smanjene cijene za odreðene usluge); Jednostavnija i jasnija usluga; Veæa sigurnost; Telefonska pomoæ pri postavaljanju Internet usluga; Besplatne transakcije";4;;1;5
425;ab6519cefafb91207c13c8d18e20122f7367431a;Od 19 do 25;Žensko;Student/ica + zaposlen/a;Grad Zagreb;ERSTE;Preporuka prijatelja ili rodbine;Jednom u dva tjedna;"Internet bankarstvo; Plaæanje raèuna";;"Nagrade (smanjene cijene za odreðene usluge); Besplatne transakcije";4;5;5;7
426;6755559f29dfb0c5f9a0334490515e21f74a6d00;Od 19 do 25;Žensko;Student/ica + zaposlen/a;Istarska županija;Zagrebaèka ;Pristupaènost;Jednom u dva tjedna;"Mobilno bankarstvo; Internet bankarstvo; Debitna ili kreditna kartica; Provjera stanja na raèunu";;"Jednostavnija i jasnija usluga; Besplatne transakcije";4;3;4;5
428;f531289b627f41dbc24774a8430d6fa75b85ab03;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;PBZ;Pristupaènost;Jednom u dva tjedna;"Mobilno bankarstvo; Studentski paket (uljuèuje sve); Provjera stanja na raèunu";;"Nagrade (smanjene cijene za odreðene usluge); Jednostavnija i jasnija usluga; Veæa sigurnost";3;4;3;5
429;42496065feefd6a2659e2ac20f913a6b0e926b36;Od 19 do 25;Muško;Student/ica;Grad Zagreb;PBZ;Najbolji uvjeti i pogodnosti;Jednom u dva tjedna;Debitna ili kreditna kartica;;Jednostavnija i jasnija usluga;2;3;;2
431;91c3dc0ef4136fd9d359a29c5289e39596a79a8f;Od 19 do 25;Žensko;Student/ica;Zagrebaèka županija;HYPO ;Pristupaènost;Jednom tjedno;"Štednja; Provjera stanja na raèunu";;"Jednostavnija i jasnija usluga; Veæa sigurnost";3;4;3;4
432;bb3fcf2b369679d5d92cbf3f7929aeb61503470b;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;Hypo;Preporuka prijatelja ili rodbine;Jednom tjedno;Studentski paket (uljuèuje sve);;"Nagrade (smanjene cijene za odreðene usluge); Veæa sigurnost; Bolja uputstva za postavljanje Internet usluga; Besplatne transakcije";5;;5;7
433;8b4eb5f4a9fce384e2df8b013e7ce05c70a07dea;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;Zagrebaèka ;Pristupaènost;Jednom u dva tjedna;Studentski paket (uljuèuje sve);;"Jednostavnija i jasnija usluga; Veæa sigurnost";3;3;3;4
434;00b8ab729f2e48ce36103357521742dc24e86b91;Od 19 do 25;Muško;Student/ica;Istarska županija;Unicredit;Pristupaènost;Jednom tjedno;Internet bankarstvo;;Besplatne transakcije;4;4;4;6
435;9e56c14b0fc7325c2ba3bad377501d730a67d23b;Od 19 do 25;Žensko;Student/ica;Zadarska županija;PBZ;Pristupaènost;Ne koristim bankomat;Studentski paket (uljuèuje sve);;Bolja uputstva za postavljanje Internet usluga;3;3;5;4
437;041564a837b5e7bfbe1a851f747ae6d70a9d2de3;Od 19 do 25;Žensko;Student/ica;Primorsko-goranska županija;Hypo;Preporuka prijatelja ili rodbine;Jednom u dva tjedna;Štednja;;Nagrade (smanjene cijene za odreðene usluge);2;1;4;1
438;96775abebe4698c9589b8cd8ba1b8a41db37577a;Od 15 do 18;Žensko;Srednjoškolac/ka;Brodsko-posavska županija;Raiffeisen;Preporuka prijatelja ili rodbine;Jednom u dva tjedna;"Debitna ili kreditna kartica; Štednja; Provjera stanja na raèunu";;Telefonska pomoæ pri postavaljanju Internet usluga;3;1;1;4
439;d1e75da04390a0434e87765dcfb6c512c43ca56f;Od 19 do 25;Žensko;Student/ica;Splitsko-dalmatinska županija;Splitska;Preporuka prijatelja ili rodbine;Jednom u dva tjedna;"Debitna ili kreditna kartica; Kontaktiranje Vašeg savjetnika u banci";;Veæa sigurnost;3;2;3;4
440;6bde085c2c4edf33ef210b83230ad7f99b936fd2;Od 19 do 25;Žensko;Student/ica;Primorsko-goranska županija;ERSTE;Preporuka prijatelja ili rodbine;Dva do èetiri puta tjedno;"Provjera stanja na raèunu; Plaæanje raèuna";;"Nagrade (smanjene cijene za odreðene usluge); Jednostavnija i jasnija usluga; Veæa sigurnost";3;3;1;4
441;68f2fe3492ee97c702c514377b3ac33918c80c58;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;Zagrebaèka ;Najbolji uvjeti i pogodnosti;Jednom u dva tjedna;"Mobilno bankarstvo; Internet bankarstvo; Studentski paket (uljuèuje sve); Provjera stanja na raèunu";;Sve je savršeno, ne bih ništa promijenio/la;5;4;5;5
442;b16ff8e1a0afc766811554f9809316ddc1998150;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;Zagrebaèka ;Preporuka prijatelja ili rodbine;Jednom u dva tjedna;"Internet bankarstvo; Provjera stanja na raèunu";;"Nagrade (smanjene cijene za odreðene usluge); Besplatne transakcije";4;3;4;5
443;f787ecc4c985c158519340662e495d13f5e3925a;Od 19 do 25;Žensko;Student/ica;Zagrebaèka županija;ERSTE;Pristupaènost;Jednom tjedno;Provjera stanja na raèunu;;Besplatne transakcije;3;3;2;4
444;3cb6d13c43e7a22035329a185bd54335dfa77939;Od 19 do 25;Žensko;Student/ica;Istarska županija;Hypo;Pristupaènost;Jednom tjedno;"Debitna ili kreditna kartica; Ne koristim bankarske usluge";;Bolja uputstva za postavljanje Internet usluga;2;3;3;4
445;07beebe68abd62c464a64a3f5360dbac84b19a11;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;Zagrebaèka ;Preporuka prijatelja ili rodbine;Ne koristim bankomat;Ne koristim bankarske usluge;;Jednostavnija i jasnija usluga;3;2;3;4
446;191789640d2ba45a758854cad5b72c44491fd66d;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;Zagrebaèka ;Preporuka prijatelja ili rodbine;Jednom u dva tjedna;Studentski paket (uljuèuje sve);;Sve je savršeno, ne bih ništa promijenio/la;4;4;5;7
447;b0a236c6b8529978a78f2b30282464eedb5c9b40;Od 19 do 25;Žensko;Student/ica;Zagrebaèka županija;ERSTE;Pristupaènost;Ne koristim bankomat;"Debitna ili kreditna kartica; Provjera stanja na raèunu";;"Nagrade (smanjene cijene za odreðene usluge); Telefonska pomoæ pri postavaljanju Internet usluga; Besplatne transakcije";2;2;1;3
448;41839f8ee566cc7741026cb8cbc29c56654949e3;Od 19 do 25;Žensko;Student/ica;Primorsko-goranska županija;Hypo banka;Preporuka prijatelja ili rodbine;Ne koristim bankomat;Studentski paket (uljuèuje sve);;ne koristim;2;4;5;8
449;4ed15f3cf5132a356b250b7fb3e93d9e65e6bb56;Od 19 do 25;Žensko;Student/ica;Zagrebaèka županija;PBZ;Pristupaènost;Jednom u dva tjedna;Studentski paket (uljuèuje sve);;Besplatne transakcije;1;;4;1
450;5b7ebe447658e935437d2466ea68f1c1ce50fc7d;Od 19 do 25;Žensko;Student/ica;Primorsko-goranska županija;PBZ;Preporuka prijatelja ili rodbine;Dva do èetiri puta tjedno;"Studentski paket (uljuèuje sve); Provjera stanja na raèunu";;"Jednostavnija i jasnija usluga; Telefonska pomoæ pri postavaljanju Internet usluga; Bolja uputstva za postavljanje Internet usluga";3;2;2;5
452;cacb03e2cbbb35fbb93817b4d160938bc7069fe3;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;PBZ;Pristupaènost;Jednom tjedno;Provjera stanja na raèunu;;"Nagrade (smanjene cijene za odreðene usluge); Besplatne transakcije";2;3;3;2
453;cf061363aa1b7660c2c4550a19fa64c28bcf680b;Od 19 do 25;Muško;Student/ica;Vukovarsko-srijemska županija;Hypo;Pristupaènost;Dva do èetiri puta tjedno;Debitna ili kreditna kartica;Ne koristim;Besplatne transakcije;3;4;2;4
454;5b1ac6a2a43abfc0695eb9d6d5396c47560c64cf;Od 19 do 25;Žensko;Student/ica;Istarska županija;ERSTE;Preporuka prijatelja ili rodbine;Jednom tjedno;"Mobilno bankarstvo; Internet bankarstvo";;"Nagrade (smanjene cijene za odreðene usluge); Besplatne transakcije";3;;4;4
455;5e7d4f18fddcb99e53ffd11048ddc587f7c16a8e;Od 19 do 25;Žensko;Student/ica + zaposlen/a;Primorsko-goranska županija;PBZ;Pristupaènost;Jednom tjedno;Provjera stanja na raèunu;;Besplatne transakcije;2;3;;3
456;dc56391acf2dc60ae0602ad7e3d49de4d8e728f3;Od 19 do 25;Žensko;Student/ica;Primorsko-goranska županija;Zagrebaèka ;Preporuka prijatelja ili rodbine;Jednom u dva tjedna;Debitna ili kreditna kartica;;"Nagrade (smanjene cijene za odreðene usluge); Veæa sigurnost; Besplatne transakcije";3;4;2;2
458;90228455ae1b32ee812dc0a29ea3e26858226055;Od 19 do 25;Žensko;Student/ica;Primorsko-goranska županija;ERSTE;Preporuka prijatelja ili rodbine;Jednom tjedno;"Debitna ili kreditna kartica; Provjera stanja na raèunu";;Bolja uputstva za postavljanje Internet usluga;3;2;4;3
459;0a2af88d2c3d22510fd19edd26433200b6f3fc72;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;Zagrebaèka ;Najbolji uvjeti i pogodnosti;Jednom u dva tjedna;"Internet bankarstvo; Studentski paket (uljuèuje sve); Plaæanje raèuna";;Besplatne transakcije;5;2;4;5
460;dd34118102cbe3a8fb478c784e491c31d2694cf7;Više od 25;Žensko;Student/ica;Primorsko-goranska županija;PBZ;;Jednom u dva tjedna;"Debitna ili kreditna kartica; Provjera stanja na raèunu";;"Jednostavnija i jasnija usluga; Veæa sigurnost; Besplatne transakcije";2;3;3;3
461;d1e094b0c6b1acc42c1de96c0289f8dc2704011b;Od 19 do 25;Muško;Student/ica;Primorsko-goranska županija;PBZ;Najbolji uvjeti i pogodnosti;Dva do èetiri puta tjedno;Provjera stanja na raèunu;;"Jednostavnija i jasnija usluga; Veæa sigurnost; Besplatne transakcije";4;1;1;1
462;15afc3a03464280f3240585e28cfce58ed34e05b;Od 19 do 25;Žensko;Student/ica;Primorsko-goranska županija;otp;Preporuka prijatelja ili rodbine;Jednom tjedno;"Internet bankarstvo; Plaæanje raèuna";;"Nagrade (smanjene cijene za odreðene usluge); Jednostavnija i jasnija usluga; Veæa sigurnost; Besplatne transakcije";1;2;2;2
463;1ecb028c66a6d3d9b30c14bd1ee984e3cf1902a1;Od 19 do 25;Žensko;Student/ica;Zagrebaèka županija;ERSTE;Preporuka prijatelja ili rodbine;Jednom u dva tjedna;"Debitna ili kreditna kartica; Provjera stanja na raèunu";;"Nagrade (smanjene cijene za odreðene usluge); Jednostavnija i jasnija usluga; Veæa sigurnost; Bolja uputstva za postavljanje Internet usluga; Besplatne transakcije";2;1;1;4
465;5c2832ef20d46360275a2fa95080718e4febaaed;Od 19 do 25;Muško;Student/ica;Grad Zagreb;"Splitska; Zagrebaèka ";Preporuka prijatelja ili rodbine;Jednom u dva tjedna;"Studentski paket (uljuèuje sve); Provjera stanja na raèunu";;"Nagrade (smanjene cijene za odreðene usluge); Bolja uputstva za postavljanje Internet usluga";3;1;2;7
466;98d997d0b926f67c0368f486839a433e9330ca3b;Od 19 do 25;Žensko;Student/ica;Primorsko-goranska županija;"Zagrebaèka ; ERSTE";Preporuka prijatelja ili rodbine;Jednom u dva tjedna;"Studentski paket (uljuèuje sve); Štednja; Provjera stanja na raèunu";;"Nagrade (smanjene cijene za odreðene usluge); Besplatne transakcije";2;1;1;1
467;8739ef3c0ca560d9ba46130285a36b414eb994f7;Od 19 do 25;Žensko;Student/ica;Primorsko-goranska županija;"PBZ; Raiffeisen";Najbolji uvjeti i pogodnosti;Dva do èetiri puta tjedno;Provjera stanja na raèunu;;"Jednostavnija i jasnija usluga; Veæa sigurnost; Besplatne transakcije";3;2;;4
468;d848b1aa669a915e9f1fedf2f530c658f2a06987;Od 19 do 25;Žensko;Student/ica;Primorsko-goranska županija;Nemam raèun;Najbolji uvjeti i pogodnosti;Dva do èetiri puta tjedno;Ne koristim bankarske usluge;;Nagrade (smanjene cijene za odreðene usluge);2;;1;1
469;40dc8783495b2a83282e4429ff36fca8afe25cfc;Od 19 do 25;Muško;Student/ica;Primorsko-goranska županija;Zagrebaèka ;Pristupaènost;Jednom tjedno;"Internet bankarstvo; Debitna ili kreditna kartica; Studentski paket (uljuèuje sve); Kontaktiranje Vašeg savjetnika u banci; Provjera stanja na raèunu; Osiguranje";;"Nagrade (smanjene cijene za odreðene usluge); Jednostavnija i jasnija usluga; Besplatne transakcije";3;4;5;6
470;be4aac15a7f6db1128f91d17e7314a20e9e45723;Od 19 do 25;Žensko;Student/ica;Primorsko-goranska županija;PBZ;Pristupaènost;Jednom u dva tjedna;"Mobilno bankarstvo; Internet bankarstvo; Debitna ili kreditna kartica; Studentski paket (uljuèuje sve); Provjera stanja na raèunu";;"Nagrade (smanjene cijene za odreðene usluge); Jednostavnija i jasnija usluga; Besplatne transakcije";2;;2;5
471;278b1d0de66f9bfc22941a94f72397a1b1428d74;Od 19 do 25;Žensko;Student/ica;Primorsko-goranska županija;PBZ;Preporuka prijatelja ili rodbine;Jednom u dva tjedna;"Debitna ili kreditna kartica; Kontaktiranje Vašeg savjetnika u banci; Provjera stanja na raèunu";;"Jednostavnija i jasnija usluga; Veæa sigurnost; Bolja uputstva za postavljanje Internet usluga";2;3;2;4
472;b1a529fa1d074f08100bf608f557a1bb6ea76b94;Od 19 do 25;Žensko;Student/ica;Karlovaèka županija;Karlovaèka banka;Preporuka prijatelja ili rodbine;Ne koristim bankomat;Ne koristim bankarske usluge;;Besplatne transakcije;2;;3;5
473;ebbfe13c784ca5d0133d17fe6dffb9ab18002fa3;Od 19 do 25;Žensko;Student/ica + zaposlen/a;Primorsko-goranska županija;Zagrebaèka ;Najbolji uvjeti i pogodnosti;Jednom tjedno;"Mobilno bankarstvo; Internet bankarstvo; Studentski paket (uljuèuje sve); Provjera stanja na raèunu";;"Nagrade (smanjene cijene za odreðene usluge); Besplatne transakcije";4;4;4;4
477;d7f586109adb92acecaa265e421f60b8815c6da0;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;PBZ;Preporuka prijatelja ili rodbine;Dva do èetiri puta tjedno;"Debitna ili kreditna kartica; Provjera stanja na raèunu";ne znam kakve funkcije uopæe postoje. nemam dovoljno informacija o ovakvoj vrsti bankarstva;"Jednostavnija i jasnija usluga; Veæa sigurnost; Bolja uputstva za postavljanje Internet usluga; Besplatne transakcije";0;1;2;3
478;4c6eda0eebf53f2bd2718141b0c85aa729c99cd5;Od 19 do 25;Žensko;Student/ica;Primorsko-goranska županija;"Zagrebaèka ; Raiffeisen";Preporuka prijatelja ili rodbine;Jednom u dva tjedna;"Mobilno bankarstvo; Internet bankarstvo";;Besplatne transakcije;3;1;3;4
479;a60c97cb2066e998993c4688106fcdb310a4b526;Od 19 do 25;Žensko;Student/ica;Primorsko-goranska županija;ERSTE;Preporuka prijatelja ili rodbine;Jednom tjedno;"Internet bankarstvo; Provjera stanja na raèunu";;"Veæa sigurnost; Besplatne transakcije";3;2;3;4
480;71ad5df7ac1929a8fbedcad37f77bd70197ce004;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;Zagrebaèka ;Preporuka prijatelja ili rodbine;Dva do èetiri puta tjedno;"Studentski paket (uljuèuje sve); Provjera stanja na raèunu";;"Nagrade (smanjene cijene za odreðene usluge); Jednostavnija i jasnija usluga";4;2;4;1
482;19347627454685adba080066cb034587cc3871cb;Od 19 do 25;Žensko;Student/ica;Primorsko-goranska županija;ERSTE;Preporuka prijatelja ili rodbine;Jednom tjedno;Provjera stanja na raèunu;;Sve je savršeno, ne bih ništa promijenio/la;2;3;3;4
484;25ecdf15846dd6ff5085a94e4cdd7f4a81f88d40;Od 19 do 25;Žensko;Student/ica;Primorsko-goranska županija;otp;Preporuka prijatelja ili rodbine;Dva do èetiri puta tjedno;"Mobilno bankarstvo; Studentski paket (uljuèuje sve)";;"Nagrade (smanjene cijene za odreðene usluge); Veæa sigurnost";3;2;2;4
486;cffc5e670eebee8dd845539f5f4d7cd9c4ef258d;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;PBZ;Pristupaènost;Dva do èetiri puta tjedno;Studentski paket (uljuèuje sve);;Besplatne transakcije;4;;3;5
487;9e5ec39ca7510a35744e4f13a512aeb8a348a948;Od 19 do 25;Žensko;Student/ica;Primorsko-goranska županija;Hippo;Pristupaènost;Ne koristim bankomat;"Internet bankarstvo; Debitna ili kreditna kartica; Štednja; Provjera stanja na raèunu";;"Veæa sigurnost; Besplatne transakcije";5;3;4;3
488;bf89936e83af9342ff5d3dcdda28f88ec03d8393;Od 19 do 25;Žensko;Student/ica;Istarska županija;ERSTE;Pristupaènost;Jednom tjedno;"Debitna ili kreditna kartica; Štednja; Provjera stanja na raèunu";;"Nagrade (smanjene cijene za odreðene usluge); Jednostavnija i jasnija usluga; Veæa sigurnost";3;2;1;4
489;a6a714a32b6552f7e8184e3e142408a2e4cf7a17;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;Raiffeisen;Preporuka prijatelja ili rodbine;Jednom tjedno;"Internet bankarstvo; Studentski paket (uljuèuje sve)";;Besplatne transakcije;5;3;3;6
490;45c0b7f030f4a1fa69038fe8d28dbcb97505eba0;Od 19 do 25;Žensko;Student/ica;Istarska županija;IKB Umag;Preporuka prijatelja ili rodbine;Jednom tjedno;"Internet bankarstvo; Provjera stanja na raèunu; Plaæanje raèuna";;"Nagrade (smanjene cijene za odreðene usluge); Veæa sigurnost; Besplatne transakcije";3;3;4;4
491;0474556a7e8ccb80ac841f0ca3f0b0daf47f42e9;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;hypo;Preporuka prijatelja ili rodbine;Jednom u dva tjedna;"Debitna ili kreditna kartica; Štednja; Provjera stanja na raèunu";;jednostavno nemam potrebe za ovom uslugom;3;;;5
492;70acdf7c3f3c6512737d73034eb0dee02d0c2d14;Od 19 do 25;Žensko;Student/ica;Primorsko-goranska županija;HPB;Pristupaènost;Jednom u dva tjedna;"Debitna ili kreditna kartica; Provjera stanja na raèunu";;"Jednostavnija i jasnija usluga; Bolja uputstva za postavljanje Internet usluga";2;4;4;4
493;f5a633e895de24943725bcc7aa5d703ac1d42973;Od 19 do 25;Žensko;Student/ica;Zagrebaèka županija;"Zagrebaèka ; ERSTE; Raiffeisen";Preporuka prijatelja ili rodbine;Jednom tjedno;Štednja;;Jednostavnija i jasnija usluga;0;3;3;1
495;8a74da2e8ee936ce352f4d5a59306ef0f787687a;Od 19 do 25;Žensko;Student/ica;Istarska županija;"PBZ; ERSTE";Pristupaènost;Jednom tjedno;"Provjera stanja na raèunu; Plaæanje raèuna";;Veæa sigurnost;3;2;3;4
499;44d63e198fcb401e0cb9c3048c70c69d16a9e3a6;Od 19 do 25;Žensko;Student/ica;Primorsko-goranska županija;PBZ;Preporuka prijatelja ili rodbine;Jednom u dva tjedna;Debitna ili kreditna kartica;;"Nagrade (smanjene cijene za odreðene usluge); Jednostavnija i jasnija usluga";2;2;2;3
500;b3bf61245357bee0754966e03f3d09d87ec15f7b;Od 19 do 25;Muško;Student/ica;Primorsko-goranska županija;Zagrebaèka ;Najbolji uvjeti i pogodnosti;Ne koristim bankomat;Ne koristim bankarske usluge;;"Jednostavnija i jasnija usluga; Veæa sigurnost";2;2;2;3
501;31b1f2372de0b6fa9eb6dc12afbff63bbf1ffa1d;Od 19 do 25;Žensko;Student/ica;Grad Zagreb;PBZ;Preporuka prijatelja ili rodbine;Jednom u dva tjedna;Provjera stanja na raèunu;;Veæa sigurnost;2;1;1;2
502;51d3dd83b47e04b154fab47dba193e4eca728985;Od 19 do 25;Žensko;Student/ica;Istarska županija;Zagrebaèka ;Najbolji uvjeti i pogodnosti;Jednom tjedno;"Mobilno bankarstvo; Debitna ili kreditna kartica; Studentski paket (uljuèuje sve); Provjera stanja na raèunu";;"Jednostavnija i jasnija usluga; Bolja uputstva za postavljanje Internet usluga; Besplatne transakcije";4;3;5;7
